ID,AGE,SEX,EDU,MAR,CRE,BILL_1,BILL_2,BILL_3,STA_1,STA_2,STA_3,AMT_1,AMT_2,AMT_3,PAY
3646,38,Female,Graduate,single,27729,250,899,692,duly,duly,duly,391,585,211,Y
3647,32,Male,Graduate,single,3555,1208,1500,1521,delay,delay,duly,219,32,67,Y
3648,41,Female,Graduate,single,16353,690,1400,3657,duly,duly,duly,782,2097,178,Y
3649,43,Male,HighSchool,single,2844,171,171,171,delay,delay,delay,0,0,0,N
3650,61,Male,Graduate,married,19197,1142,974,294,duly,duly,duly,142,107,142,Y
3651,31,Female,Graduate,single,11376,-14,-7,363,delay,,duly,0,370,11,Y
3652,35,Male,College,single,19908,53,499,196,,,,551,17,195,Y
3653,34,Female,HighSchool,single,3555,3509,3537,2079,duly,duly,duly,157,140,76,Y
3654,41,Male,College,married,14931,10475,5546,6363,delay,duly,duly,178,199,249,Y
3655,53,Male,HighSchool,married,5688,600,423,129,delay,duly,duly,39,71,77,Y
3656,41,Male,Graduate,married,14220,427,109,81,,,,99,98,91,Y
3657,46,Female,College,married,18486,1224,1340,1618,duly,delay,delay,211,284,71,Y
3658,33,Female,College,single,30573,13392,11391,9579,duly,duly,duly,566,402,326,Y
3659,32,Male,HighSchool,single,35550,14050,9894,9081,duly,delay,duly,467,1218,1289,Y
3660,31,Female,College,married,18486,150,53,108,duly,duly,duly,125,76,39,Y
3661,34,Female,College,married,14220,92,129,53,duly,duly,duly,164,53,0,N
3662,30,Female,Graduate,married,25596,82,108,16,,duly,duly,78,101,32,Y
3663,56,Female,College,married,18486,83,0,40,duly,,duly,0,2,71,Y
3664,44,Female,Graduate,married,15642,0,0,0,,,,0,0,0,Y
3665,44,Female,HighSchool,single,35550,45,0,46,,,,45,46,0,Y
3666,30,Male,Graduate,single,17064,0,0,0,delay,,,0,0,0,N
3667,56,Male,Graduate,single,2133,1948,2064,2060,delay,duly,duly,104,73,88,Y
3668,35,Female,Graduate,single,17775,10934,9622,8008,duly,duly,duly,370,498,286,Y
3669,38,Male,Graduate,married,20619,89,0,0,,,,0,0,0,Y
3670,34,Male,Graduate,married,16353,1215,859,797,duly,duly,duly,109,320,178,Y
3671,46,Female,Graduate,single,1422,1035,1129,1146,delay,delay,duly,107,21,48,N
3672,28,Female,College,single,20619,9658,8641,8724,duly,duly,duly,437,356,356,Y
3673,54,Male,Graduate,single,35550,133,1328,401,,,,87,1281,1398,Y
3674,40,Female,Graduate,married,17064,178,89,0,delay,delay,,0,0,0,N
3675,25,Male,College,single,1422,11,46,36,delay,delay,delay,0,36,0,Y
3676,33,Female,College,married,24885,21,0,24,duly,,,0,0,675,Y
3677,35,Male,Graduate,married,15642,1558,1902,2786,duly,duly,duly,213,356,498,Y
3678,41,Male,Graduate,married,20619,0,0,0,delay,,,0,0,0,Y
3679,29,Female,College,single,8532,5898,6116,6329,duly,duly,duly,284,229,263,Y
3680,25,Male,College,single,2133,1913,2028,1040,duly,duly,duly,135,71,0,N
3681,38,Male,Graduate,married,12798,1554,1722,1869,duly,duly,duly,100,117,78,Y
3682,32,Female,Graduate,single,7821,4108,2864,2755,delay,duly,delay,116,124,36,N
3683,32,Female,Graduate,single,4266,1328,641,6,delay,duly,duly,641,10,2021,Y
3684,34,Male,HighSchool,single,16353,9790,9182,7907,duly,duly,duly,469,395,356,Y
3685,49,Female,College,married,18486,0,0,0,delay,,,0,0,0,Y
3686,29,Female,College,married,14220,5237,5190,5168,duly,duly,duly,253,214,250,Y
3687,26,Female,Graduate,single,10665,1691,954,1510,duly,duly,duly,675,458,533,Y
3688,26,Male,Graduate,single,10665,1935,1327,807,duly,duly,duly,142,142,142,Y
3689,58,Male,College,married,14220,132,14,2547,delay,delay,,12,653,2960,Y
3690,35,Female,College,married,13509,13409,13440,13486,duly,duly,duly,611,476,508,Y
3691,25,Female,Graduate,single,2133,1914,2055,1981,duly,duly,duly,108,89,78,Y
3692,31,Female,College,single,10665,914,1290,1929,duly,duly,duly,854,1078,2205,Y
3693,27,Female,Graduate,single,21330,9404,9360,9046,duly,duly,duly,345,304,283,Y
3694,38,Male,Graduate,single,4977,171,711,292,delay,duly,duly,155,925,0,Y
3695,42,Female,College,married,9243,1671,1801,769,duly,duly,duly,249,284,294,Y
3696,39,Male,College,married,12087,5892,4561,4088,duly,duly,duly,175,149,175,Y
3697,47,Female,HighSchool,single,10665,9311,8924,8345,duly,duly,duly,356,356,356,Y
3698,26,Male,Graduate,single,12798,27,108,73,duly,duly,duly,36,72,73,N
3699,44,Female,HighSchool,married,1422,44,28,179,,,duly,28,67,660,Y
3700,36,Male,Graduate,single,6399,6114,3759,3525,duly,delay,duly,308,7,41,Y
3701,40,Female,Graduate,married,21330,528,4457,2971,duly,duly,duly,534,4799,84,Y
3702,36,Male,Graduate,married,22041,542,744,639,duly,duly,duly,456,728,774,Y
3703,28,Male,College,single,1422,137,237,132,delay,delay,duly,79,0,6,Y
3704,25,Female,College,single,10665,85,232,557,duly,duly,duly,109,538,19,Y
3705,42,Male,HighSchool,single,2133,2301,2166,2100,delay,delay,duly,0,38,39,N
3706,45,Female,College,married,17064,14,28,28,delay,duly,duly,28,28,28,Y
3707,47,Male,Graduate,married,17775,0,0,0,,,,0,0,0,Y
3708,22,Male,College,single,1422,575,655,742,delay,duly,duly,46,64,108,N
3709,27,Female,College,single,711,506,606,637,delay,duly,duly,83,42,6,Y
3710,32,Female,Graduate,single,14220,5,24,31,duly,duly,,24,0,31,Y
3711,30,Male,College,single,20619,855,23,3321,duly,,,141,23,3440,Y
3712,40,Male,HighSchool,single,1422,1298,1576,370,duly,duly,duly,99,64,55,N
3713,50,Male,College,married,1422,1295,736,28,delay,delay,duly,142,0,0,Y
3714,43,Male,Graduate,married,35550,0,0,0,delay,,,0,0,0,N
3715,36,Female,College,married,9954,3298,3436,3577,duly,duly,duly,149,139,146,Y
3716,37,Female,Graduate,married,12087,28,35,1787,duly,duly,duly,28,913,32,Y
3717,34,Female,Graduate,single,21330,0,0,46,,,,0,0,46,Y
3718,28,Male,HighSchool,single,1422,278,353,582,delay,delay,duly,71,71,178,N
3719,51,Female,HighSchool,married,5688,89,684,64,,,,612,175,37,Y
3720,35,Male,Graduate,single,14931,3683,-1,-1,duly,,,0,0,0,Y
3721,42,Male,HighSchool,married,4266,1421,1566,702,duly,duly,duly,102,60,0,Y
3722,35,Female,Graduate,single,14931,2972,1031,33,duly,duly,duly,97,195,19,Y
3723,27,Female,College,single,5688,5588,5701,5680,duly,delay,duly,366,100,217,Y
3724,40,Female,College,married,12798,134,664,276,duly,duly,,413,353,399,Y
3725,23,Female,College,single,35550,36153,35743,32146,delay,delay,duly,356,1084,1244,N
3726,54,Male,HighSchool,married,4977,4427,3981,4352,duly,duly,duly,268,354,302,Y
3727,27,Female,College,single,5688,1050,622,471,duly,duly,duly,152,91,674,Y
3728,34,Male,Graduate,married,19908,0,623,998,delay,,duly,0,948,717,Y
3729,29,Female,College,single,6399,3543,3862,4031,duly,duly,duly,448,167,196,Y
3730,44,Male,College,single,19197,19534,17214,16023,duly,duly,duly,733,600,673,Y
3731,31,Female,Graduate,single,19908,156,112,475,duly,duly,duly,203,295,256,Y
3732,34,Male,College,single,8532,3288,3492,3426,delay,delay,delay,213,0,142,N
3733,30,Male,College,married,10665,6275,7317,6192,,,,5718,5927,380,Y
3734,40,Female,College,married,17775,277,98,215,duly,duly,duly,142,168,285,Y
3735,35,Male,Graduate,single,10665,17610,16744,15905,duly,duly,duly,675,640,533,Y
3736,36,Female,College,married,5688,1474,1637,1764,duly,duly,duly,108,98,75,Y
3737,37,Female,Graduate,married,19908,519,556,275,duly,duly,duly,732,1,544,Y
3738,28,Female,College,married,23463,14,33,39,duly,duly,duly,28,17,36,Y
3739,37,Female,Graduate,married,35550,35803,25164,18294,duly,duly,duly,1080,628,570,Y
3740,29,Female,College,single,7821,43,43,16,delay,delay,delay,0,0,33,N
3741,35,Female,College,single,14220,146,24,0,duly,duly,,109,0,0,Y
3742,27,Female,Graduate,single,17064,12477,11804,9674,duly,duly,duly,493,360,437,Y
3743,35,Female,College,married,6399,5660,4959,4188,duly,duly,duly,231,159,145,Y
3744,68,Male,College,single,8532,8860,8683,8962,delay,duly,duly,314,313,608,N
3745,42,Female,College,married,12087,2724,2861,2992,duly,duly,duly,142,135,114,Y
3746,32,Female,College,married,24885,9222,7358,13310,,duly,duly,8900,7314,481,Y
3747,25,Female,Graduate,single,3555,429,158,210,delay,duly,duly,80,78,210,Y
3748,21,Male,College,single,1422,1380,0,0,duly,,,53,0,0,Y
3749,39,Male,Graduate,married,14220,425,632,314,,,,270,660,823,Y
3750,43,Female,College,married,19908,144,749,52,delay,duly,duly,188,728,37,N
3751,42,Female,Graduate,single,15642,2057,2133,2648,duly,duly,duly,1853,1778,2562,Y
3752,58,Female,College,married,2133,781,963,961,delay,delay,delay,106,18,43,N
3753,42,Female,College,married,14220,13827,13492,10523,duly,duly,duly,644,427,462,Y
3754,28,Female,Graduate,single,20619,8502,7820,4570,duly,duly,duly,367,249,196,Y
3755,35,Male,College,married,11376,144,307,44,,duly,,332,55,65,Y
3756,36,Female,HighSchool,married,5688,57,119,59,duly,delay,duly,90,30,44,Y
3757,36,Female,Graduate,married,23463,0,17,135,delay,,duly,0,22,265,Y
3758,26,Female,Graduate,married,15642,4188,5514,4139,duly,duly,duly,889,533,419,Y
3759,23,Female,College,single,7110,4553,519,803,duly,duly,duly,362,652,512,Y
3760,44,Male,Graduate,single,16353,1890,2068,2297,duly,duly,duly,142,160,196,Y
3761,30,Female,HighSchool,single,30573,21800,18815,15660,duly,duly,duly,818,747,569,Y
3762,53,Female,HighSchool,married,7110,7032,6235,5310,duly,duly,duly,273,214,338,Y
3763,35,Male,HighSchool,single,3555,3018,1171,190,duly,duly,duly,331,105,152,Y
3764,37,Female,College,married,30573,1279,790,214,duly,duly,duly,142,120,112,Y
3765,30,Female,HighSchool,married,21330,964,1504,219,duly,duly,duly,1441,355,78,Y
3766,29,Male,College,single,11376,9115,8062,7453,duly,duly,duly,320,320,277,Y
3767,26,Female,Graduate,single,14220,5219,3000,639,duly,duly,duly,201,180,76,Y
3768,29,Male,Graduate,single,24885,1341,915,0,duly,duly,,356,0,0,Y
3769,22,Male,HighSchool,single,711,266,638,311,delay,duly,duly,310,42,0,Y
3770,48,Male,College,married,20619,183,29,94,,,,186,94,0,N
3771,26,Female,College,married,14220,3286,2490,2470,duly,duly,duly,121,160,107,Y
3772,33,Female,College,single,19908,0,0,1274,delay,,,0,0,1327,Y
3773,30,Female,College,single,24174,18228,1860,3662,duly,duly,duly,533,302,3697,Y
3774,50,Male,HighSchool,married,1422,1415,1303,1402,duly,duly,delay,92,99,39,Y
3775,44,Male,HighSchool,others,1422,773,725,711,delay,delay,duly,0,0,0,N
3776,40,Female,College,single,31284,6445,5470,9608,duly,duly,duly,711,3200,462,Y
3777,47,Male,HighSchool,single,4977,2836,1798,1782,duly,duly,duly,140,81,43,Y
3778,43,Male,HighSchool,married,3555,830,877,967,delay,delay,duly,107,107,89,Y
3779,40,Male,College,married,1422,59,28,28,duly,duly,duly,44,28,1098,N
3780,27,Male,Graduate,single,19908,281,1459,1270,duly,duly,duly,794,16,1281,Y
3781,31,Female,Graduate,single,14220,388,46,0,,,,52,0,0,Y
3782,30,Female,College,married,5688,4603,3886,1806,duly,duly,duly,214,53,107,Y
3783,27,Female,HighSchool,single,18486,7512,6883,3895,duly,duly,duly,297,184,132,Y
3784,27,Female,College,single,24174,4629,3379,3308,duly,duly,duly,1438,1020,3203,Y
3785,51,Female,Graduate,married,12087,376,141,72,,,,268,106,286,Y
3786,27,Female,College,single,14931,1817,1880,1999,duly,duly,duly,135,124,79,Y
3787,38,Female,Graduate,single,17064,320,482,161,duly,duly,duly,429,257,289,N
3788,25,Female,Graduate,single,711,731,672,299,delay,delay,duly,0,0,0,Y
3789,31,Female,College,single,21330,13,28,0,,,,27,7,13,Y
3790,31,Male,Graduate,single,15642,310,267,227,,,,321,250,165,Y
3791,34,Female,Graduate,married,10665,8133,9037,8975,duly,duly,duly,2140,356,356,Y
3792,32,Female,Graduate,single,14931,1128,1180,690,delay,duly,duly,1189,578,680,Y
3793,44,Female,HighSchool,married,14931,897,629,727,,,,1108,201,788,N
3794,36,Female,College,married,28440,778,95,21,duly,delay,duly,67,67,0,Y
3795,30,Male,Graduate,single,18486,0,55,-3,,,,0,55,0,Y
3796,40,Female,College,married,4266,4116,3708,2178,delay,delay,duly,90,145,107,Y
3797,29,Female,College,married,2844,652,0,282,duly,,,36,0,287,N
3798,37,Female,College,married,5688,1142,1247,1297,delay,delay,delay,132,53,57,N
3799,25,Male,College,single,7821,1799,2160,3167,duly,delay,delay,142,700,60,N
3800,29,Female,College,single,10665,332,470,127,duly,delay,delay,156,158,66,Y
3801,28,Female,Graduate,single,4266,1016,405,363,duly,delay,duly,126,28,36,Y
3802,41,Female,HighSchool,single,3555,1675,1794,1854,delay,delay,delay,117,82,36,N
3803,52,Female,Graduate,married,12087,298,282,281,duly,delay,duly,107,494,167,Y
3804,37,Female,College,married,17775,15247,15888,16488,duly,duly,duly,622,587,609,Y
3805,38,Female,College,single,19908,6772,6147,5425,duly,duly,duly,286,224,347,Y
3806,31,Female,Graduate,single,17775,2368,1334,573,duly,duly,duly,224,40,1023,Y
3807,29,Male,Graduate,single,1422,802,805,855,delay,delay,delay,71,28,53,N
3808,23,Male,Graduate,single,5688,4262,3275,2674,duly,duly,delay,156,218,3,Y
3809,36,Male,HighSchool,married,1422,1707,1628,1518,delay,delay,delay,0,0,0,N
3810,37,Male,Graduate,single,10665,3178,3399,3706,duly,duly,duly,196,213,126,Y
3811,31,Female,Graduate,single,3555,1680,597,0,duly,duly,,1522,142,0,Y
3812,33,Male,Others,married,23463,1792,1749,1768,duly,duly,duly,115,85,57,Y
3813,32,Male,College,married,1422,1433,1378,1402,duly,delay,duly,107,63,37,N
3814,44,Female,Graduate,single,14220,2482,2420,2354,duly,duly,duly,141,193,223,Y
3815,37,Male,College,married,711,474,356,28,duly,duly,duly,82,63,14,Y
3816,44,Female,Graduate,married,12798,8844,10189,11014,duly,delay,duly,1042,188,1159,Y
3817,27,Male,HighSchool,single,7110,7034,4651,3544,duly,duly,duly,238,163,137,Y
3818,33,Female,College,married,2133,2155,1821,1589,delay,delay,delay,0,142,43,N
3819,49,Female,College,married,15642,12189,11796,11364,duly,duly,duly,535,406,448,Y
3820,39,Male,HighSchool,single,1422,530,481,801,duly,duly,duly,476,586,1042,Y
3821,54,Female,College,married,3555,3565,3528,3499,duly,duly,duly,146,134,281,Y
3822,23,Female,College,married,1422,660,7,1098,duly,duly,duly,43,670,9,Y
3823,31,Female,Graduate,single,29151,9516,9593,9393,duly,duly,duly,1098,1573,1328,Y
3824,41,Male,Graduate,married,3555,3364,1693,524,delay,duly,duly,68,36,46,N
3825,32,Female,HighSchool,married,16353,10092,6648,6991,duly,duly,duly,356,356,320,Y
3826,27,Male,Graduate,married,16353,61,601,579,duly,duly,duly,316,75,71,Y
3827,52,Male,Graduate,married,29862,967,897,1361,duly,duly,duly,953,1250,1045,Y
3828,27,Female,Graduate,single,4266,1421,1588,1613,delay,duly,delay,107,71,62,N
3829,38,Male,Graduate,married,16353,0,0,0,,,,0,0,0,Y
3830,25,Male,Graduate,single,3555,929,883,1098,duly,duly,duly,96,63,696,Y
3831,34,Female,HighSchool,single,16353,92,99,72,duly,duly,duly,92,76,100,Y
3832,41,Male,College,others,3555,3687,4344,2898,duly,duly,duly,120,110,104,N
3833,33,Female,College,married,13509,2891,0,0,duly,,,78,0,0,Y
3834,51,Female,HighSchool,single,2133,27,149,0,duly,duly,,14,135,0,Y
3835,32,Male,College,married,3555,3622,3613,3604,duly,duly,duly,153,147,163,N
3836,36,Male,College,married,6399,3266,0,0,duly,,,75,0,0,Y
3837,46,Male,HighSchool,married,711,473,669,618,delay,delay,delay,136,0,9,N
3838,28,Male,Graduate,single,2133,0,76,0,delay,duly,,47,29,0,Y
3839,24,Male,College,single,1422,283,324,181,duly,duly,duly,83,44,37,Y
3840,27,Male,Graduate,single,4977,8,-8,20,delay,duly,,22,0,67,Y
3841,33,Male,HighSchool,married,8532,4745,4899,5082,delay,delay,delay,203,188,100,N
3842,24,Female,College,married,9243,4774,5105,5376,duly,duly,duly,213,196,156,Y
3843,25,Female,College,single,7110,4492,4681,4840,duly,duly,duly,171,178,217,Y
3844,38,Female,College,married,5688,0,0,14,,,,0,0,14,Y
3845,36,Female,HighSchool,single,1422,1267,1390,1439,duly,delay,delay,142,57,7,N
3846,37,Male,College,married,1422,1133,690,628,duly,duly,,761,0,628,N
3847,49,Female,College,married,2844,2645,2827,2844,duly,duly,duly,171,71,0,Y
3848,50,Female,Graduate,single,3555,3556,1443,1437,duly,duly,duly,121,50,55,Y
3849,48,Female,Graduate,married,2133,1841,2097,2131,duly,delay,delay,213,85,53,N
3850,40,Female,Graduate,single,35550,1212,370,2299,,,,648,2574,588,Y
3851,37,Female,College,married,10665,7337,7249,7097,duly,duly,duly,376,356,324,Y
3852,31,Female,College,single,28440,591,513,413,duly,duly,duly,107,71,213,Y
3853,43,Female,HighSchool,married,9243,5174,3919,2498,duly,duly,delay,284,235,178,Y
3854,34,Female,Graduate,married,16353,13400,14022,14490,delay,delay,delay,651,533,533,N
3855,30,Male,College,single,2133,1484,1410,1516,delay,duly,delay,110,60,356,N
3856,22,Male,Graduate,single,1422,719,656,810,duly,duly,duly,625,498,251,Y
3857,34,Female,Graduate,married,10665,720,1036,1330,,,,830,1340,714,Y
3858,26,Male,College,single,4266,2808,2399,2280,duly,duly,duly,125,110,155,Y
3859,25,Female,Graduate,single,25596,15972,2901,0,duly,duly,,313,98,0,N
3860,27,Female,Graduate,single,2133,340,716,1114,duly,duly,duly,178,213,142,Y
3861,23,Male,HighSchool,single,2133,171,34,992,duly,,duly,30,288,735,Y
3862,39,Female,Graduate,married,3555,463,156,0,delay,duly,,463,156,0,Y
3863,27,Male,Graduate,single,25596,405,926,371,,,,746,541,326,Y
3864,34,Female,HighSchool,single,4977,1196,1250,1335,delay,delay,delay,53,71,71,Y
3865,48,Male,HighSchool,married,12087,12180,10588,8972,duly,duly,duly,519,329,321,Y
3866,50,Female,College,married,8532,8465,6320,3281,duly,duly,duly,377,143,100,Y
3867,54,Male,Graduate,single,9243,0,617,841,delay,duly,duly,222,196,71,Y
3868,55,Male,Graduate,married,35550,538,1257,673,duly,duly,duly,1310,1,358,Y
3869,39,Female,College,married,27729,22853,15343,13740,duly,duly,duly,863,540,535,Y
3870,30,Male,College,single,1422,435,1129,1277,duly,duly,duly,615,71,149,Y
3871,24,Female,College,single,8532,2498,1885,533,duly,duly,duly,115,0,414,N
3872,28,Male,College,single,10665,10809,9830,6209,delay,duly,duly,285,313,320,Y
3873,27,Female,College,single,14931,6210,6001,5824,duly,duly,duly,270,217,209,Y
3874,33,Male,College,single,9954,19149,1658,1192,duly,duly,duly,320,142,142,Y
3875,40,Female,Graduate,married,24885,113,728,0,,,,732,0,0,Y
3876,36,Male,HighSchool,single,711,493,622,631,duly,duly,delay,94,28,43,N
3877,31,Male,Graduate,single,14220,10094,0,21,duly,,,213,0,2223,Y
3878,30,Female,Graduate,single,11376,343,100,23,duly,,delay,0,114,112,Y
3879,41,Male,Graduate,married,18486,140,2983,3320,,duly,duly,1507,1244,889,Y
3880,25,Female,College,married,9243,7298,5698,6076,duly,duly,duly,249,284,356,Y
3881,23,Female,College,single,5688,4839,2880,1800,delay,duly,duly,254,178,71,N
3882,44,Female,Graduate,married,23463,15542,12911,13392,duly,duly,duly,597,464,489,Y
3883,38,Male,Graduate,others,35550,54,0,0,,,,0,0,0,N
3884,37,Female,Graduate,married,36972,282,348,427,,,,406,509,0,Y
3885,35,Female,College,single,22752,6799,5318,3481,duly,duly,duly,345,429,3183,Y
3886,23,Female,Graduate,married,2133,1860,2023,2069,delay,duly,duly,116,77,42,N
3887,39,Female,College,single,25596,47,0,0,delay,delay,,0,0,0,Y
3888,44,Male,Graduate,single,17775,7141,7612,7954,duly,duly,duly,391,302,373,Y
3889,37,Female,College,married,23463,76,220,258,,,,109,111,580,Y
3890,31,Male,HighSchool,single,1422,741,833,706,duly,duly,duly,427,285,287,Y
3891,49,Female,HighSchool,married,4977,1286,1300,1325,delay,delay,duly,160,107,96,N
3892,40,Female,College,single,1422,1279,1354,1532,delay,duly,delay,57,135,0,N
3893,27,Male,Graduate,single,12798,1925,1252,2570,duly,duly,duly,853,1138,1244,Y
3894,42,Female,Graduate,married,30573,110,128,100,,,,83,206,7,Y
3895,31,Female,College,single,12798,0,0,0,delay,,,0,0,56,Y
3896,38,Male,Graduate,single,25596,940,1560,395,,,,1879,354,674,Y
3897,30,Male,Graduate,single,10665,1375,1489,1548,delay,delay,delay,178,71,107,N
3898,26,Female,College,single,7110,1334,535,716,duly,duly,duly,85,341,178,Y
3899,39,Female,Graduate,married,29862,21462,22327,19700,duly,duly,duly,960,755,535,N
3900,42,Female,College,married,19197,463,912,244,duly,delay,duly,435,850,583,Y
3901,46,Male,HighSchool,married,35550,274,782,670,duly,duly,duly,402,862,938,Y
3902,29,Female,Graduate,single,12798,4,0,0,,,,0,0,0,Y
3903,36,Male,College,single,4977,25,1841,1880,delay,duly,duly,933,77,86,Y
3904,32,Female,HighSchool,married,2133,1896,2077,2041,duly,delay,duly,260,43,85,Y
3905,35,Female,Graduate,single,24885,690,677,238,,,,719,220,2617,Y
3906,30,Female,Graduate,married,29862,821,1866,608,duly,duly,duly,1222,1341,1000,Y
3907,46,Male,HighSchool,single,2133,962,1007,1060,delay,duly,duly,44,40,56,N
3908,38,Female,College,married,9954,52,67,52,duly,duly,duly,52,37,52,Y
3909,33,Male,Graduate,single,7821,6354,5297,3967,duly,duly,duly,320,250,196,Y
3910,27,Female,College,single,10665,118,368,4914,duly,duly,duly,267,2665,213,Y
3911,32,Male,Graduate,single,27729,1731,1254,981,duly,duly,duly,1208,1191,526,Y
3912,29,Female,Graduate,single,9243,803,874,364,duly,duly,duly,690,13,249,Y
3913,48,Female,HighSchool,others,4266,3877,1915,1426,duly,delay,duly,131,743,14,Y
3914,43,Female,Graduate,married,7110,0,0,0,delay,,,0,0,0,Y
3915,34,Male,Graduate,married,14220,144,100,312,duly,duly,delay,119,190,0,Y
3916,26,Female,College,married,8532,1382,70,386,duly,duly,,1123,0,2434,Y
3917,27,Female,College,single,27018,156,9736,267,duly,duly,duly,9606,9,8,Y
3918,29,Female,College,married,17064,13310,13356,13291,duly,duly,duly,576,534,480,Y
3919,32,Male,Graduate,married,27018,4526,2358,1544,duly,duly,duly,1257,360,144,Y
3920,29,Female,College,married,14220,4017,3880,2961,delay,duly,delay,78,166,164,Y
3921,39,Male,Graduate,married,15642,0,0,0,delay,,,0,0,0,Y
3922,36,Female,Graduate,single,19908,4,15,0,delay,,,0,15,0,Y
3923,25,Male,College,single,9243,5254,5364,5723,duly,duly,delay,217,320,107,Y
3924,42,Female,College,married,3555,2956,3112,3239,duly,duly,duly,132,119,138,Y
3925,37,Male,College,married,3555,3081,3144,2689,duly,duly,duly,284,356,391,Y
3926,40,Male,HighSchool,married,1422,1056,1257,1242,duly,delay,delay,192,0,89,N
3927,48,Male,Graduate,married,22752,1390,1109,-1,duly,duly,,946,642,0,Y
3928,28,Female,Graduate,single,35550,1469,1865,3315,duly,duly,duly,879,782,1213,Y
3929,30,Female,College,single,25596,505,571,300,duly,duly,duly,81,91,231,Y
3930,48,Male,Graduate,single,14931,20,0,0,,,,20,0,0,Y
3931,51,Male,Graduate,married,27018,0,0,0,delay,,,0,0,0,N
3932,24,Female,College,single,5688,1980,826,3197,duly,duly,duly,100,104,3264,Y
3933,31,Female,College,married,4977,5115,5102,2080,duly,duly,duly,217,142,70,Y
3934,27,Female,College,married,19908,20055,18872,13664,duly,duly,duly,733,725,407,Y
3935,25,Female,College,single,9243,0,0,0,,,,0,0,0,Y
3936,38,Female,College,single,3555,4756,2478,644,duly,duly,duly,360,564,303,Y
3937,37,Male,Graduate,single,9954,21,21,26,duly,duly,duly,21,21,26,Y
3938,23,Female,HighSchool,single,2844,2474,2463,2565,delay,delay,duly,57,91,94,N
3939,44,Male,HighSchool,married,25596,70,133,62,duly,duly,duly,134,32,71,N
3940,53,Female,Graduate,married,27729,22,0,60,duly,,duly,0,12,74,Y
3941,40,Male,HighSchool,married,21330,2923,3221,3432,duly,duly,duly,199,178,142,Y
3942,46,Female,College,single,2133,3274,1936,2031,duly,duly,duly,116,79,79,Y
3943,26,Female,Graduate,single,13509,79,366,39,delay,duly,duly,196,110,0,Y
3944,31,Female,College,single,7821,7043,6773,5429,duly,duly,duly,258,204,190,N
3945,33,Female,Graduate,single,19197,4527,3726,2324,duly,duly,duly,285,356,284,Y
3946,42,Female,HighSchool,single,4266,2908,1701,1021,duly,duly,duly,213,71,24,Y
3947,38,Male,Graduate,married,12087,173,173,173,duly,duly,duly,173,173,179,Y
3948,25,Female,Graduate,single,1422,664,756,842,delay,delay,delay,107,71,0,N
3949,25,Male,College,single,9954,9953,9032,8417,delay,duly,duly,405,347,293,N
3950,34,Female,College,married,14220,330,267,0,duly,duly,,76,76,0,Y
3951,47,Female,College,single,15642,94,447,1578,,,duly,40,2026,0,Y
3952,44,Female,HighSchool,married,29862,196,517,33,delay,duly,duly,268,71,99,Y
3953,49,Male,College,married,7110,2332,1795,1275,duly,delay,duly,144,20,38,Y
3954,25,Male,College,single,3555,3443,2063,2073,duly,duly,duly,139,80,77,Y
3955,28,Male,College,single,3555,3429,2550,2255,duly,duly,duly,153,60,61,Y
3956,28,Male,College,single,5688,725,0,0,duly,,,47,0,0,Y
3957,41,Male,Graduate,married,12087,4517,3240,2617,duly,duly,duly,270,535,357,Y
3958,33,Female,HighSchool,single,14931,0,255,54,delay,duly,duly,110,164,104,N
3959,54,Male,College,married,5688,5620,5614,3554,duly,duly,duly,208,240,171,N
3960,35,Female,College,married,17064,2343,2436,2529,delay,delay,delay,114,100,50,N
3961,23,Male,College,single,3555,1070,28,0,duly,duly,,43,0,0,Y
3962,30,Male,College,married,10665,1578,191,680,delay,duly,duly,213,390,213,Y
3963,44,Female,College,single,3555,28,654,1218,duly,duly,duly,28,655,131,Y
3964,24,Female,College,single,9243,42,39,-14,delay,duly,,1,36,0,N
3965,33,Female,College,married,18486,209,7548,7516,duly,duly,duly,3906,284,345,Y
3966,33,Female,Graduate,single,16353,161,18,6,,,,18,6,0,Y
3967,29,Female,Graduate,single,14931,15952,14054,14352,duly,duly,duly,640,572,864,Y
3968,30,Male,College,single,9954,23,23,23,duly,duly,duly,23,23,23,N
3969,25,Female,College,single,4266,1342,1592,1684,duly,duly,duly,124,213,124,Y
3970,28,Male,Graduate,single,15642,1657,1757,1397,duly,duly,duly,178,107,75,Y
3971,48,Female,College,married,1422,0,0,52,delay,,,0,0,85,N
3972,39,Male,Graduate,single,5688,5604,5635,5320,delay,delay,duly,213,96,405,N
3973,36,Female,College,single,14220,201,666,1084,duly,duly,duly,79,391,52,Y
3974,26,Female,College,single,9954,1103,268,283,duly,duly,duly,75,268,184,Y
3975,56,Female,College,married,16353,458,1809,483,,,,176,1946,727,N
3976,39,Female,Graduate,married,24174,302,1312,1582,duly,duly,duly,154,2445,918,Y
3977,34,Female,Graduate,single,35550,3036,1343,240,,,,2857,1063,77,Y
3978,31,Female,Graduate,single,12798,0,0,0,,,,0,0,0,Y
3979,26,Male,Graduate,single,2133,525,593,629,delay,duly,duly,43,36,36,N
3980,46,Male,College,married,12798,6856,6301,4694,duly,duly,duly,462,284,267,Y
3981,35,Female,College,single,27729,2571,1982,2001,duly,duly,duly,171,116,66,Y
3982,38,Female,HighSchool,married,27729,9,0,26,,,duly,0,26,0,N
