ID,AGE,SEX,EDU,MAR,CRE,BILL_1,BILL_2,BILL_3,STA_1,STA_2,STA_3,AMT_1,AMT_2,AMT_3,PAY
3240,44,Famale,College,married,240000.0,16925.0,1411.0,1696.0,duly,duly,duly,1411.0,1200.0,0.0,Y
3241,29,Male,College,single,130000.0,3594.0,0.0,0.0,duly,duly,duly,0.0,0.0,0.0,Y
3242,40,Male,HighSchool,married,200000.0,91368.0,92989.0,99704.0,delay,duly,duly,4000.0,8300.0,4000.0,N
3243,56,Famale,College,married,240000.0,2500.0,0.0,0.0,delay,delay,duly,0.0,0.0,0.0,N
3244,22,Famale,Graduate,single,30000.0,14885.0,16579.0,17498.0,duly,duly,delay,1939.0,1500.0,8213.0,N
3245,26,Famale,College,married,50000.0,44335.0,44626.0,40928.0,duly,duly,duly,2126.0,2104.0,990.0,Y
3246,26,Male,College,single,30000.0,13660.0,14708.0,17725.0,delay,duly,duly,1269.0,3286.0,2881.0,Y
3247,33,Male,Graduate,married,310000.0,0.0,0.0,0.0,duly,duly,duly,0.0,0.0,0.0,Y
3248,28,Famale,College,single,120000.0,111840.0,114252.0,115306.0,delay,delay,delay,5300.0,3600.0,0.0,N
3249,34,Famale,College,married,290000.0,16196.0,17220.0,18231.0,duly,duly,duly,1292.0,1303.0,665.0,Y
3250,45,Male,College,single,50000.0,45911.0,47521.0,48599.0,duly,duly,duly,2350.0,2421.0,298.0,Y
3251,27,Famale,Graduate,single,130000.0,86883.0,99516.0,77188.0,duly,duly,duly,40000.0,3400.0,3000.0,Y
3253,33,Famale,College,married,210000.0,98.0,1090.0,0.0,duly,duly,duly,1120.0,0.0,0.0,Y
3254,47,Male,HighSchool,married,50000.0,4759.0,4540.0,4284.0,delay,delay,delay,0.0,0.0,0.0,N
3255,40,Famale,College,single,10000.0,6160.0,6787.0,7377.0,duly,duly,duly,1123.0,1103.0,243.0,Y
3256,22,Male,HighSchool,single,10000.0,5757.0,6706.0,7715.0,duly,duly,duly,1200.0,1128.0,286.0,Y
3257,24,Famale,College,single,80000.0,75444.0,80025.0,78129.0,delay,delay,delay,6400.0,0.0,6300.0,N
3258,65,Male,College,married,360000.0,0.0,0.0,0.0,delay,duly,duly,0.0,0.0,0.0,N
3259,32,Male,Graduate,single,530000.0,12451.0,24095.0,15688.0,duly,duly,duly,24120.0,15791.0,12808.0,Y
3260,46,Male,College,single,20000.0,20376.0,19927.0,19907.0,duly,duly,duly,2000.0,1500.0,607.0,Y
3261,42,Male,College,married,170000.0,131629.0,131374.0,129544.0,duly,duly,duly,5300.0,5100.0,5000.0,Y
3262,33,Famale,College,married,220000.0,16090.0,4991.0,-1350.0,duly,duly,duly,4991.0,0.0,20000.0,Y
3263,40,Male,HighSchool,married,180000.0,991.0,991.0,1316.0,duly,duly,duly,991.0,1316.0,0.0,Y
3264,37,Famale,Graduate,married,440000.0,5302.0,13333.0,686.0,duly,duly,duly,13333.0,1383.0,0.0,Y
3265,62,Male,College,married,20000.0,17870.0,18740.0,19343.0,delay,duly,duly,1462.0,1367.0,682.0,N
3266,39,Famale,College,single,400000.0,0.0,0.0,0.0,delay,duly,duly,0.0,0.0,0.0,N
3267,27,Male,College,single,130000.0,44826.0,40650.0,0.0,duly,duly,duly,1092.0,0.0,0.0,Y
3268,29,Male,Graduate,single,420000.0,194505.0,144086.0,144169.0,duly,duly,duly,5479.0,5502.0,4193.0,Y
3269,34,Famale,College,married,80000.0,78688.0,80539.0,76681.0,duly,duly,duly,4000.0,2333.0,3032.0,Y
3270,45,Famale,College,married,20000.0,18569.0,40278.0,18760.0,duly,duly,duly,2500.0,3000.0,1000.0,Y
3271,29,Famale,College,single,320000.0,93070.0,90725.0,92697.0,delay,delay,duly,0.0,3500.0,15100.0,N
3272,40,Male,Graduate,married,160000.0,27563.0,28350.0,25186.0,duly,duly,duly,5002.0,5000.0,14400.0,Y
3273,23,Famale,College,single,50000.0,48725.0,51175.0,50115.0,duly,duly,duly,4987.0,1661.0,2000.0,Y
3274,35,Male,College,single,50000.0,14536.0,10827.0,9594.0,duly,duly,duly,2000.0,2000.0,2000.0,Y
3275,43,Famale,College,married,70000.0,71037.0,71880.0,71927.0,duly,duly,duly,3352.0,3400.0,2900.0,Y
3276,59,Male,HighSchool,single,20000.0,19074.0,18482.0,20329.0,delay,delay,delay,0.0,2300.0,0.0,N
3277,24,Famale,College,single,160000.0,157389.0,158475.0,162309.0,duly,duly,duly,6800.0,6500.0,6000.0,Y
3278,33,Famale,Graduate,single,130000.0,0.0,0.0,0.0,delay,duly,duly,0.0,0.0,0.0,N
3279,23,Famale,Graduate,single,20000.0,16918.0,20627.0,19985.0,duly,duly,delay,4000.0,1.0,651.0,Y
3280,48,Famale,College,married,170000.0,18727.0,64028.0,107946.0,duly,duly,duly,66513.0,108323.0,13608.0,Y
3281,39,Famale,Graduate,single,300000.0,729.0,0.0,236.0,duly,duly,duly,0.0,236.0,800.0,Y
3282,31,Famale,Graduate,single,160000.0,1672.0,4411.0,500.0,duly,duly,duly,4411.0,504.0,0.0,Y
3283,52,Famale,HighSchool,married,110000.0,0.0,0.0,1000.0,delay,duly,duly,0.0,1000.0,0.0,Y
3284,27,Famale,Graduate,single,230000.0,92167.0,92799.0,94328.0,duly,duly,duly,3340.0,3401.0,3420.0,Y
3285,21,Famale,College,single,60000.0,40969.0,32724.0,24975.0,duly,duly,duly,1859.0,1410.0,910.0,Y
3286,35,Male,Graduate,married,280000.0,146368.0,244092.0,210226.0,duly,duly,duly,101585.0,90762.0,50119.0,Y
3287,47,Famale,Graduate,single,180000.0,-6.0,-6.0,1251.0,delay,duly,duly,0.0,1257.0,0.0,Y
3288,30,Famale,Graduate,married,30000.0,12109.0,12917.0,13909.0,delay,delay,delay,1300.0,1500.0,0.0,N
3289,28,Famale,College,single,50000.0,48010.0,40668.0,30361.0,duly,duly,duly,5000.0,2000.0,5000.0,Y
3290,41,Famale,College,married,270000.0,832.0,416.0,832.0,duly,delay,duly,0.0,832.0,0.0,Y
3291,24,Famale,College,single,80000.0,2346.0,0.0,0.0,duly,duly,duly,0.0,0.0,0.0,N
3292,31,Male,Graduate,single,120000.0,25719.0,29961.0,32451.0,delay,duly,duly,5000.0,3000.0,0.0,N
3293,53,Male,HighSchool,married,120000.0,291.0,291.0,0.0,duly,duly,duly,291.0,0.0,582.0,Y
3294,23,Male,Graduate,single,30000.0,29025.0,28331.0,29792.0,duly,duly,duly,1507.0,5538.0,1030.0,Y
3295,36,Male,Graduate,single,380000.0,68943.0,75024.0,61114.0,duly,duly,duly,8000.0,5000.0,2500.0,Y
3296,37,Famale,College,married,80000.0,80508.0,81731.0,78772.0,delay,delay,delay,3100.0,0.0,2000.0,N
3297,26,Famale,College,single,20000.0,17938.0,18798.0,19347.0,duly,duly,duly,1456.0,1005.0,160.0,Y
3298,34,Male,HighSchool,married,160000.0,2947.0,4593.0,6057.0,duly,duly,duly,2000.0,2000.0,1000.0,Y
3299,26,Famale,College,single,230000.0,8328.0,0.0,600.0,duly,duly,duly,0.0,600.0,0.0,N
3300,39,Male,College,single,370000.0,334394.0,337272.0,340152.0,delay,duly,duly,14005.0,12004.0,12362.0,N
3301,41,Famale,HighSchool,married,30000.0,29717.0,28569.0,29168.0,delay,delay,duly,0.0,2000.0,2200.0,Y
3302,24,Famale,College,single,20000.0,20073.0,19940.0,19441.0,duly,duly,duly,1319.0,1291.0,656.0,Y
3303,23,Male,College,single,20000.0,17529.0,16967.0,17176.0,delay,delay,delay,0.0,780.0,0.0,N
3304,52,Male,College,married,470000.0,84672.0,86821.0,88892.0,duly,duly,duly,5000.0,5000.0,5000.0,Y
3305,29,Famale,College,single,220000.0,36106.0,33494.0,29518.0,duly,duly,duly,3000.0,3000.0,6000.0,N
3306,32,Male,HighSchool,single,80000.0,78887.0,69433.0,48198.0,duly,duly,duly,2569.0,2000.0,2000.0,Y
3307,33,Famale,College,married,180000.0,0.0,0.0,0.0,duly,duly,duly,0.0,0.0,0.0,Y
3308,39,Famale,College,single,100000.0,24110.0,10497.0,20159.0,duly,duly,duly,2000.0,20159.0,500.0,Y
3309,21,Famale,College,single,10000.0,7888.0,8987.0,9604.0,duly,duly,duly,1383.0,1000.0,196.0,Y
3310,51,Famale,College,married,280000.0,2477.0,3470.0,0.0,duly,duly,duly,3470.0,0.0,0.0,Y
3311,31,Famale,Graduate,married,110000.0,107507.0,108067.0,83164.0,delay,delay,delay,7960.0,0.0,3000.0,N
3312,27,Famale,Graduate,single,210000.0,135066.0,121769.0,97575.0,duly,duly,duly,5600.0,4000.0,3220.0,Y
3313,36,Famale,Graduate,married,200000.0,10317.0,5755.0,8587.0,duly,duly,duly,5788.0,8587.0,5314.0,Y
3314,27,Male,Graduate,single,260000.0,868.0,1317.0,1757.0,duly,duly,duly,1320.0,1770.0,31744.0,Y
3315,36,Male,Graduate,single,600000.0,-1.0,-1.0,1095.0,duly,duly,duly,0.0,1096.0,4.0,Y
3316,47,Male,College,married,330000.0,19540.0,23240.0,166722.0,duly,duly,duly,25487.0,166744.0,60057.0,Y
3317,31,Famale,Graduate,single,500000.0,258257.0,247282.0,197247.0,duly,duly,duly,25239.0,18011.0,13014.0,Y
3319,36,Male,College,married,200000.0,7300.0,3238.0,2655.0,delay,duly,duly,3238.0,2655.0,0.0,N
3320,27,Famale,College,single,210000.0,5353.0,280.0,4609.0,duly,duly,duly,280.0,4609.0,94.0,Y
3321,46,Famale,Graduate,married,500000.0,3982.0,3700.0,12953.0,duly,duly,duly,3718.0,13023.0,9070.0,Y
3322,44,Famale,College,married,10000.0,4125.0,5275.0,0.0,duly,duly,duly,1275.0,0.0,0.0,Y
3323,24,Famale,Graduate,single,160000.0,37000.0,0.0,0.0,duly,duly,duly,0.0,0.0,0.0,Y
3324,42,Famale,HighSchool,married,50000.0,50906.0,48888.0,47037.0,duly,duly,duly,2009.0,1180.0,1000.0,Y
3325,33,Male,College,single,130000.0,130565.0,131878.0,115173.0,delay,delay,delay,5012.0,0.0,4000.0,Y
3326,28,Famale,Graduate,single,140000.0,138036.0,140922.0,144072.0,duly,duly,duly,6600.0,7000.0,5300.0,N
3327,45,Famale,College,single,80000.0,83150.0,-8000.0,0.0,duly,duly,duly,0.0,8000.0,0.0,Y
3328,31,Famale,Graduate,single,500000.0,17496.0,1001.0,15782.0,duly,duly,duly,2000.0,5000.0,37223.0,N
3329,39,Famale,College,married,500000.0,146700.0,126765.0,107965.0,duly,duly,duly,4585.0,3789.0,3942.0,Y
3330,35,Famale,College,married,320000.0,4050.0,4914.0,6630.0,duly,duly,duly,1073.0,1789.0,0.0,Y
3331,29,Male,College,single,50000.0,49612.0,48546.0,49157.0,delay,delay,duly,0.0,1900.0,1333.0,Y
3332,40,Famale,College,single,120000.0,4180.0,5100.0,0.0,duly,duly,duly,1000.0,0.0,0.0,Y
3333,59,Male,Graduate,married,500000.0,0.0,0.0,994.0,duly,duly,duly,0.0,994.0,3342.0,N
3334,42,Famale,College,married,290000.0,-132.0,18364.0,2417.0,duly,duly,duly,18496.0,2429.0,4598.0,Y
3335,50,Male,Graduate,married,280000.0,19378.0,347.0,4197.0,duly,duly,duly,348.0,4399.0,18.0,Y
3336,41,Famale,HighSchool,married,30000.0,39230.0,37737.0,36619.0,duly,duly,duly,1618.0,2000.0,1500.0,N
3337,31,Male,Graduate,single,80000.0,21004.0,20384.0,22231.0,delay,delay,delay,0.0,2500.0,0.0,N
3338,24,Male,College,single,50000.0,48136.0,72898.0,36103.0,duly,duly,duly,3700.0,5396.0,6.0,Y
3339,24,Male,HighSchool,single,10000.0,7826.0,8745.0,8440.0,delay,delay,delay,1200.0,0.0,900.0,Y
3340,49,Male,Graduate,married,550000.0,42141.0,1515.0,1488.0,duly,duly,duly,1522.0,1495.0,18426.0,N
3341,41,Male,College,single,60000.0,14895.0,6750.0,5784.0,duly,duly,duly,6750.0,5784.0,5246.0,Y
3342,28,Famale,College,married,140000.0,5925.0,7729.0,0.0,duly,duly,duly,2000.0,0.0,150.0,Y
3343,28,Famale,College,single,50000.0,46096.0,25370.0,26331.0,duly,duly,duly,1442.0,1403.0,1000.0,Y
3344,27,Famale,College,married,300000.0,286321.0,283547.0,578971.0,duly,duly,duly,20000.0,12003.0,10524.0,N
3345,29,Famale,HighSchool,married,30000.0,26836.0,28894.0,30571.0,delay,delay,delay,2500.0,2670.0,2000.0,N
3346,25,Famale,College,single,50000.0,0.0,0.0,0.0,delay,duly,duly,0.0,0.0,0.0,N
3347,33,Famale,College,married,250000.0,2500.0,0.0,0.0,delay,delay,duly,0.0,0.0,0.0,N
3348,39,Male,Graduate,single,60000.0,54978.0,56144.0,57251.0,duly,duly,duly,2050.0,2053.0,2219.0,Y
3349,44,Male,HighSchool,single,80000.0,57076.0,58358.0,58992.0,delay,duly,duly,2800.0,2200.0,4700.0,Y
3350,33,Male,Graduate,single,480000.0,-897.0,-897.0,-897.0,delay,duly,duly,0.0,0.0,0.0,Y
3351,44,Male,College,married,30000.0,23171.0,22523.0,21863.0,delay,delay,delay,0.0,0.0,1800.0,N
3352,25,Famale,College,single,10000.0,9150.0,9206.0,10051.0,duly,duly,duly,1185.0,1030.0,1000.0,Y
3353,41,Famale,Graduate,single,410000.0,0.0,0.0,0.0,duly,duly,duly,0.0,0.0,150.0,Y
3354,33,Male,Graduate,married,100000.0,38219.0,42604.0,44607.0,duly,duly,delay,5000.0,3000.0,2000.0,Y
3355,41,Male,HighSchool,married,200000.0,84573.0,76348.0,50776.0,duly,duly,duly,2544.0,1433.0,3224.0,Y
3356,48,Famale,College,married,380000.0,363191.0,373421.0,363343.0,duly,duly,duly,15504.0,14000.0,12500.0,Y
3357,27,Male,College,single,100000.0,41298.0,42448.0,44368.0,duly,duly,duly,2000.0,2500.0,4900.0,Y
3358,27,Famale,HighSchool,married,50000.0,37651.0,38498.0,40644.0,duly,duly,duly,1754.0,2900.0,0.0,N
3359,28,Famale,College,married,130000.0,107216.0,91888.0,83975.0,duly,duly,duly,4000.0,4000.0,8000.0,N
3360,34,Male,College,single,120000.0,131773.0,58259.0,54699.0,duly,duly,duly,3000.0,1944.0,5000.0,Y
3361,42,Famale,College,married,150000.0,139172.0,141401.0,137320.0,duly,duly,duly,6022.0,5022.0,5100.0,Y
3362,39,Famale,Graduate,married,310000.0,1989.0,4566.0,5329.0,duly,duly,duly,4566.0,5433.0,5724.0,Y
3363,51,Famale,College,single,110000.0,150000.0,0.0,0.0,duly,duly,duly,0.0,0.0,3007.0,Y
3364,37,Male,College,married,420000.0,415257.0,411624.0,388363.0,duly,duly,duly,16850.0,15522.0,14000.0,N
3365,28,Male,College,married,140000.0,6007.0,7332.0,7983.0,duly,duly,duly,7340.0,7983.0,0.0,N
3366,37,Famale,Graduate,married,500000.0,0.0,0.0,0.0,delay,duly,duly,0.0,0.0,0.0,N
3367,26,Famale,College,single,260000.0,258364.0,279322.0,282092.0,duly,duly,delay,45446.0,9000.0,0.0,Y
3368,48,Famale,College,married,90000.0,316.0,316.0,316.0,duly,duly,duly,316.0,316.0,316.0,N
3369,41,Famale,College,single,90000.0,48276.0,47820.0,46602.0,duly,duly,duly,2281.0,1219.0,1164.0,Y
3370,35,Male,HighSchool,single,20000.0,8918.0,8634.0,8280.0,duly,delay,delay,0.0,0.0,4000.0,Y
3371,36,Male,College,single,30000.0,36124.0,35538.0,34359.0,duly,duly,duly,2500.0,2215.0,1156.0,N
3372,36,Famale,College,married,140000.0,45849.0,46909.0,47928.0,duly,duly,duly,2100.0,2100.0,1900.0,Y
3373,32,Famale,College,single,340000.0,80174.0,82761.0,83636.0,duly,duly,duly,3871.0,3136.0,3014.0,Y
3374,31,Famale,Graduate,single,120000.0,-66.0,-33.0,-33.0,duly,duly,duly,0.0,0.0,0.0,Y
3375,34,Male,Graduate,married,420000.0,18037.0,9944.0,3254.0,duly,duly,duly,3048.0,3016.0,0.0,Y
3376,48,Male,HighSchool,married,100000.0,6345.0,0.0,0.0,duly,duly,duly,0.0,0.0,0.0,Y
3377,37,Famale,College,single,350000.0,128146.0,117713.0,51961.0,duly,duly,duly,4052.0,1700.0,1500.0,Y
3378,26,Male,College,married,50000.0,48992.0,49689.0,31368.0,duly,duly,duly,1769.0,1003.0,189.0,Y
3379,28,Famale,Graduate,single,30000.0,37.0,37.0,37.0,delay,delay,delay,0.0,0.0,0.0,Y
3380,29,Famale,Graduate,single,360000.0,1766.0,4500.0,14697.0,duly,duly,duly,4534.0,14697.0,0.0,Y
3381,23,Famale,HighSchool,single,20000.0,17432.0,1165.0,19325.0,duly,duly,duly,1165.0,19325.0,386.0,Y
3382,38,Famale,College,single,400000.0,2988.0,3983.0,3417.0,duly,duly,duly,1222.0,1000.0,1200.0,Y
3383,45,Male,HighSchool,married,170000.0,40441.0,40937.0,34090.0,duly,duly,duly,5000.0,2000.0,2000.0,Y
3384,36,Famale,College,married,110000.0,10448.0,10144.0,14516.0,delay,delay,duly,0.0,5000.0,5000.0,N
3385,37,Famale,College,married,200000.0,390.0,31638.0,770.0,duly,duly,duly,31638.0,770.0,2118.0,N
3386,32,Famale,Graduate,married,200000.0,6540.0,17288.0,3009.0,duly,duly,duly,17301.0,3009.0,26257.0,Y
3387,29,Male,Graduate,single,360000.0,5143.0,2092.0,1864.0,duly,duly,duly,6159.0,1870.0,969.0,Y
3388,37,Male,Graduate,married,500000.0,1961.0,1188.0,-150.0,duly,duly,duly,1188.0,0.0,300.0,Y
3389,22,Male,College,single,20000.0,18462.0,16699.0,19674.0,duly,duly,duly,1510.0,3875.0,759.0,Y
3390,32,Male,HighSchool,married,270000.0,150616.0,146262.0,149449.0,delay,delay,duly,0.0,7100.0,5500.0,Y
3391,44,Male,College,single,20000.0,6535.0,6285.0,7672.0,delay,delay,duly,0.0,1500.0,1000.0,N
3392,43,Famale,Graduate,married,350000.0,0.0,0.0,0.0,duly,duly,duly,0.0,0.0,0.0,Y
3393,26,Famale,College,married,150000.0,115786.0,123423.0,5250.0,duly,duly,duly,10000.0,5250.0,0.0,Y
3394,30,Famale,Graduate,single,260000.0,83138.0,93416.0,84117.0,duly,duly,duly,14038.0,5018.0,10000.0,Y
3395,33,Male,Graduate,single,90000.0,1650.0,721.0,421.0,duly,duly,delay,721.0,0.0,2833.0,Y
3396,32,Famale,College,married,310000.0,162530.0,155831.0,96835.0,duly,duly,duly,6100.0,4252.0,5000.0,Y
3397,43,Famale,Graduate,single,210000.0,-3309.0,177952.0,167125.0,delay,duly,duly,184212.0,5482.0,3493.0,Y
3398,45,Famale,College,married,40000.0,11402.0,10928.0,11940.0,delay,delay,duly,0.0,1200.0,500.0,N
3399,25,Famale,College,married,80000.0,0.0,0.0,0.0,delay,duly,duly,0.0,0.0,0.0,Y
3400,22,Male,HighSchool,single,50000.0,6673.0,5054.0,2340.0,duly,duly,duly,1056.0,1000.0,40.0,N
3401,46,Famale,Graduate,married,370000.0,26555.0,1572.0,166229.0,duly,duly,duly,1572.0,166235.0,3372.0,Y
3402,28,Male,College,single,130000.0,113613.0,112867.0,92617.0,duly,duly,duly,5847.0,3413.0,3872.0,Y
3403,40,Famale,College,married,710000.0,5200.0,0.0,0.0,duly,duly,duly,0.0,0.0,1004.0,N
3404,24,Famale,HighSchool,single,180000.0,0.0,35300.0,1000.0,delay,duly,duly,35300.0,1000.0,0.0,Y
3405,30,Famale,College,married,80000.0,42755.0,45053.0,46104.0,duly,duly,duly,3000.0,1800.0,3000.0,Y
3406,32,Famale,Graduate,single,560000.0,68199.0,31211.0,23991.0,duly,duly,duly,1548.0,1446.0,14720.0,Y
3407,26,Famale,Graduate,single,170000.0,47642.0,40779.0,34570.0,duly,duly,duly,4000.0,2006.0,1000.0,Y
3408,63,Famale,HighSchool,married,30000.0,8866.0,5884.0,11146.0,duly,duly,duly,5884.0,11146.0,0.0,Y
3409,30,Famale,Graduate,single,430000.0,2202.0,7172.0,4705.0,duly,duly,duly,7232.0,4723.0,2035.0,Y
3410,37,Famale,College,married,500000.0,7325.0,355.0,355.0,duly,duly,duly,355.0,355.0,1204.0,Y
3411,26,Male,College,single,10000.0,7606.0,7030.0,8454.0,duly,duly,duly,2000.0,2000.0,1000.0,N
3412,25,Famale,Graduate,single,130000.0,5279.0,7887.0,10116.0,duly,duly,duly,4000.0,4000.0,2500.0,Y
3413,50,Famale,College,single,160000.0,3.0,3.0,3.0,duly,duly,duly,13333.0,13333.0,13333.0,Y
3414,33,Male,Graduate,single,150000.0,88590.0,85800.0,91242.0,delay,delay,delay,0.0,7400.0,0.0,N
3415,43,Famale,College,married,340000.0,33245.0,249.0,27476.0,duly,duly,duly,249.0,27477.0,0.0,Y
3416,37,Famale,College,married,200000.0,184144.0,189158.0,190569.0,duly,duly,duly,8017.0,8000.0,8000.0,Y
3417,37,Male,College,single,130000.0,125780.0,128768.0,130112.0,duly,duly,duly,6500.0,5000.0,5000.0,Y
3418,30,Famale,HighSchool,married,320000.0,49889.0,51151.0,48449.0,duly,duly,duly,2825.0,2961.0,1600.0,Y
3419,54,Male,HighSchool,married,50000.0,55518.0,52931.0,55122.0,delay,duly,duly,3000.0,4000.0,53083.0,Y
3420,46,Male,Graduate,married,360000.0,2171.0,1063.0,91502.0,duly,duly,duly,1068.0,91679.0,45086.0,Y
3421,29,Famale,College,single,420000.0,408568.0,418589.0,426336.0,duly,duly,duly,18000.0,18691.0,5027.0,Y
3422,30,Male,Graduate,single,110000.0,2932.0,2373.0,2373.0,delay,delay,duly,0.0,2373.0,1475.0,Y
3423,35,Male,College,single,80000.0,26994.0,28659.0,57803.0,duly,duly,duly,2000.0,30000.0,1000.0,Y
3424,43,Famale,HighSchool,married,60000.0,60283.0,61227.0,60385.0,duly,duly,duly,3000.0,1700.0,1135.0,N
3425,24,Male,College,single,60000.0,47757.0,26340.0,16532.0,duly,duly,duly,1468.0,2000.0,0.0,Y
3426,26,Male,College,single,210000.0,186109.0,168198.0,97223.0,duly,duly,duly,5929.0,3272.0,4362.0,Y
3427,46,Famale,Graduate,married,360000.0,42094.0,10594.0,31532.0,duly,duly,duly,10600.0,30000.0,20000.0,Y
3428,48,Male,College,single,20000.0,6111.0,10479.0,10167.0,duly,duly,delay,4500.0,0.0,1000.0,Y
3429,42,Famale,Graduate,single,150000.0,-874.0,-874.0,-874.0,delay,duly,duly,0.0,0.0,0.0,Y
3430,30,Male,HighSchool,single,310000.0,-44.0,-44.0,8915.0,duly,duly,duly,0.0,8959.0,0.0,Y
3431,40,Famale,College,married,240000.0,3571.0,2298.0,2632.0,duly,duly,duly,2309.0,2637.0,2.0,N
3432,55,Famale,HighSchool,married,160000.0,4144.0,2016.0,3384.0,duly,duly,duly,2016.0,3399.0,1449.0,Y
3433,40,Famale,Graduate,single,240000.0,1841.0,764.0,-13.0,duly,delay,delay,2.0,0.0,0.0,Y
3434,22,Male,Graduate,single,20000.0,14677.0,16625.0,17924.0,duly,duly,duly,3004.0,3006.0,3007.0,Y
3435,55,Male,Graduate,married,190000.0,390.0,390.0,390.0,duly,duly,duly,390.0,390.0,390.0,N
3436,40,Famale,College,married,280000.0,-10.0,-10.0,-10.0,delay,duly,duly,0.0,0.0,0.0,Y
3438,49,Famale,HighSchool,married,290000.0,169004.0,166920.0,153092.0,duly,duly,duly,7600.0,7521.0,3804.0,Y
3439,34,Famale,Graduate,married,200000.0,3987.0,1631.0,21698.0,duly,duly,duly,1631.0,21698.0,12657.0,Y
3440,50,Male,Graduate,married,320000.0,6426.0,-4.0,816.0,duly,duly,duly,0.0,824.0,31144.0,Y
3441,27,Famale,College,single,350000.0,16022.0,17059.0,17772.0,duly,duly,duly,1600.0,1300.0,650.0,Y
3442,33,Male,Graduate,single,110000.0,39768.0,44333.0,43320.0,duly,duly,delay,5548.0,0.0,5651.0,Y
3443,37,Famale,College,married,300000.0,0.0,0.0,0.0,delay,duly,duly,0.0,0.0,363.0,N
3444,44,Famale,Graduate,married,500000.0,706.0,1108.0,380.0,delay,duly,duly,1242.0,380.0,22.0,Y
3445,35,Famale,Graduate,single,120000.0,500.0,2483.0,250.0,duly,duly,duly,2483.0,252.0,1579.0,Y
3447,33,Famale,College,single,200000.0,198878.0,195883.0,190282.0,duly,duly,duly,7700.0,7527.0,4900.0,N
3448,26,Famale,Graduate,single,150000.0,1551.0,2961.0,4175.0,duly,duly,duly,2990.0,4175.0,1707.0,N
3449,40,Famale,Graduate,single,150000.0,145074.0,152179.0,149313.0,duly,duly,duly,11000.0,6000.0,40000.0,Y
3450,42,Male,College,married,210000.0,652.0,0.0,326.0,delay,duly,duly,0.0,326.0,326.0,Y
3451,36,Male,College,single,150000.0,5382.0,0.0,0.0,duly,duly,duly,0.0,0.0,0.0,N
3452,26,Famale,Graduate,single,50000.0,39052.0,44416.0,43407.0,duly,duly,delay,6000.0,0.0,2000.0,Y
3453,33,Male,College,married,80000.0,79537.0,76226.0,49645.0,duly,duly,duly,2359.0,1745.0,1725.0,Y
3454,34,Male,College,married,50000.0,2522.0,0.0,2522.0,duly,duly,duly,0.0,2522.0,0.0,Y
3455,50,Famale,College,married,20000.0,17393.0,18119.0,19413.0,delay,duly,duly,1315.0,2401.0,900.0,Y
3456,37,Male,College,married,50000.0,27516.0,28871.0,29500.0,duly,duly,duly,2000.0,1435.0,1149.0,Y
3457,29,Male,Graduate,single,50000.0,14497.0,13975.0,25731.0,delay,delay,delay,0.0,12000.0,1100.0,Y
3458,46,Male,College,married,280000.0,188894.0,194489.0,197722.0,delay,delay,delay,10101.0,8000.0,0.0,N
3459,51,Male,College,married,230000.0,197993.0,84076.0,77766.0,duly,duly,duly,2965.0,3500.0,2600.0,Y
3460,30,Male,College,single,230000.0,38651.0,45681.0,44652.0,duly,duly,delay,8000.0,0.0,4970.0,N
3461,37,Famale,HighSchool,married,80000.0,63185.0,62209.0,61991.0,duly,duly,duly,5021.0,10036.0,3000.0,Y
3463,37,Male,College,married,200000.0,199669.0,204168.0,202381.0,duly,duly,duly,9300.0,7851.0,6400.0,Y
3464,22,Famale,HighSchool,single,30000.0,-854.0,29393.0,27390.0,duly,duly,duly,33404.0,1000.0,2390.0,Y
3465,34,Famale,Graduate,single,340000.0,32488.0,42449.0,30042.0,duly,duly,duly,42552.0,30084.0,29033.0,Y
3466,40,Famale,College,married,250000.0,4843.0,2942.0,1054.0,duly,duly,duly,2942.0,1057.0,1708.0,Y
3467,52,Male,Graduate,married,200000.0,1015.0,932.0,1453.0,duly,duly,duly,934.0,1461.0,823.0,Y
3468,39,Male,Graduate,single,150000.0,146736.0,149030.0,148258.0,duly,duly,duly,7027.0,6000.0,3220.0,Y
3469,53,Famale,HighSchool,married,100000.0,0.0,0.0,0.0,delay,duly,duly,0.0,0.0,0.0,Y
3470,41,Famale,College,married,220000.0,126532.0,90013.0,91191.0,duly,duly,duly,4500.0,4006.0,3000.0,Y
3471,32,Male,Graduate,single,140000.0,-4.0,-680.0,1824.0,delay,duly,duly,0.0,3000.0,0.0,N
3472,28,Male,Graduate,married,40000.0,10371.0,11895.0,11228.0,duly,duly,delay,2567.0,0.0,2475.0,N
3473,30,Famale,College,single,200000.0,185070.0,182566.0,178604.0,duly,duly,duly,7022.0,6501.0,6500.0,Y
3474,35,Famale,Graduate,single,520000.0,60912.0,56728.0,55758.0,duly,duly,duly,7000.0,5000.0,5004.0,Y
3475,22,Famale,College,married,30000.0,16534.0,17213.0,17723.0,duly,duly,duly,2002.0,1553.0,1002.0,Y
3476,28,Male,College,single,20000.0,17973.0,17835.0,18795.0,duly,duly,duly,1318.0,1278.0,635.0,Y
3477,40,Male,College,single,50000.0,14633.0,12921.0,13957.0,duly,duly,duly,1218.0,1254.0,3000.0,N
3478,29,Famale,HighSchool,single,300000.0,143568.0,147715.0,149506.0,duly,duly,duly,7951.0,6890.0,0.0,Y
